batch_id,variant,weight_profile,psi_lambda,psi_threshold,w_t,w_d,w_g,w_s,w_r,scenario,profile,run_index,seed,event_observed,first_event_step,detect_step,detected_before_or_at_event,false_positive,lead_steps,lag_steps
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,1,8321,1,32,0,1,0,32,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,2,8322,1,29,0,1,0,29,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,3,8323,1,31,0,1,0,31,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,4,8324,1,31,0,1,0,31,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,5,8325,1,32,0,1,0,32,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,6,8326,1,32,0,1,0,32,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,7,8327,1,33,0,1,0,33,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,8,8328,1,31,0,1,0,31,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,9,8329,1,32,0,1,0,32,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,0,8330,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,1,8331,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,2,8332,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,3,8333,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,4,8334,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,5,8335,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,6,8336,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,7,8337,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,8,8338,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,9,8339,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,0,8340,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,1,8341,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,2,8342,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,3,8343,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,4,8344,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,5,8345,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,6,8346,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,7,8347,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,8,8348,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,9,8349,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,high_stress,0,8350,1,25,0,1,0,25,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,high_stress,1,8351,1,24,0,1,0,24,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,high_stress,2,8352,1,24,0,1,0,24,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,high_stress,3,8353,1,26,0,1,0,26,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,high_stress,4,8354,1,26,0,1,0,26,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,high_stress,5,8355,1,23,0,1,0,23,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,high_stress,6,8356,1,24,0,1,0,24,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,high_stress,7,8357,1,25,0,1,0,25,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,high_stress,8,8358,1,23,0,1,0,23,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,high_stress,9,8359,1,27,0,1,0,27,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,low_stress,0,8360,1,98,0,1,0,98,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,low_stress,1,8361,1,98,0,1,0,98,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,low_stress,2,8362,1,98,0,1,0,98,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,low_stress,3,8363,1,99,0,1,0,99,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,low_stress,4,8364,1,98,0,1,0,98,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,low_stress,5,8365,1,96,0,1,0,96,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,low_stress,6,8366,1,99,0,1,0,99,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,low_stress,7,8367,1,97,0,1,0,97,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,low_stress,8,8368,1,92,0,1,0,92,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,low_stress,9,8369,1,97,0,1,0,97,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,mid_stress,0,8370,1,66,0,1,0,66,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,mid_stress,1,8371,1,66,0,1,0,66,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,mid_stress,2,8372,1,65,0,1,0,65,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,mid_stress,3,8373,1,66,0,1,0,66,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,mid_stress,4,8374,1,67,0,1,0,67,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,mid_stress,5,8375,1,67,0,1,0,67,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,mid_stress,6,8376,1,62,0,1,0,62,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,mid_stress,7,8377,1,67,0,1,0,67,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,mid_stress,8,8378,1,66,0,1,0,66,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,mid_stress,9,8379,1,67,0,1,0,67,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,high_stress,0,8380,1,27,0,1,0,27,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,high_stress,1,8381,1,25,0,1,0,25,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,high_stress,2,8382,1,27,0,1,0,27,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,high_stress,3,8383,1,28,0,1,0,28,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,high_stress,4,8384,1,27,0,1,0,27,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,high_stress,5,8385,1,27,0,1,0,27,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,high_stress,6,8386,1,25,0,1,0,25,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,high_stress,7,8387,1,26,0,1,0,26,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,high_stress,8,8388,1,25,0,1,0,25,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,federation_cluster_attack,high_stress,9,8389,1,28,0,1,0,28,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,low_stress,0,8390,1,87,0,1,0,87,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,low_stress,1,8391,1,87,0,1,0,87,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,low_stress,2,8392,1,86,0,1,0,86,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,low_stress,3,8393,1,87,0,1,0,87,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,low_stress,4,8394,1,88,0,1,0,88,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,low_stress,5,8395,1,87,0,1,0,87,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,low_stress,6,8396,1,87,0,1,0,87,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,low_stress,7,8397,1,87,0,1,0,87,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,low_stress,8,8398,1,88,0,1,0,88,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,low_stress,9,8399,1,87,0,1,0,87,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,mid_stress,0,8400,1,60,0,1,0,60,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,mid_stress,1,8401,1,61,0,1,0,61,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,mid_stress,2,8402,1,61,0,1,0,61,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,mid_stress,3,8403,1,61,0,1,0,61,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,mid_stress,4,8404,1,59,0,1,0,59,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,mid_stress,5,8405,1,61,0,1,0,61,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,mid_stress,6,8406,1,57,0,1,0,57,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,mid_stress,7,8407,1,58,0,1,0,58,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,mid_stress,8,8408,1,60,0,1,0,60,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,mid_stress,9,8409,1,61,0,1,0,61,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,high_stress,0,8410,1,24,0,1,0,24,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,high_stress,1,8411,1,26,0,1,0,26,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,high_stress,2,8412,1,25,0,1,0,25,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,high_stress,3,8413,1,24,0,1,0,24,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,high_stress,4,8414,1,23,0,1,0,23,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,high_stress,5,8415,1,27,0,1,0,27,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,high_stress,6,8416,1,23,0,1,0,23,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,high_stress,7,8417,1,23,0,1,0,23,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,high_stress,8,8418,1,26,0,1,0,26,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.14,0.277778,0.277778,0.222222,0.222222,0.0,psi_corruption,high_stress,9,8419,1,25,0,1,0,25,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,low_stress,0,8300,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,low_stress,1,8301,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,low_stress,2,8302,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,low_stress,3,8303,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,low_stress,4,8304,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,low_stress,5,8305,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,low_stress,6,8306,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,low_stress,7,8307,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,low_stress,8,8308,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,low_stress,9,8309,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,mid_stress,0,8310,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,mid_stress,1,8311,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,mid_stress,2,8312,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,mid_stress,3,8313,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,mid_stress,4,8314,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,mid_stress,5,8315,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,mid_stress,6,8316,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,mid_stress,7,8317,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,mid_stress,8,8318,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,mid_stress,9,8319,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,0,8320,1,31,0,1,0,31,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,1,8321,1,32,0,1,0,32,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,2,8322,1,29,0,1,0,29,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,3,8323,1,31,0,1,0,31,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,4,8324,1,31,0,1,0,31,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,5,8325,1,32,0,1,0,32,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,6,8326,1,32,0,1,0,32,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,7,8327,1,33,0,1,0,33,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,8,8328,1,31,0,1,0,31,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,async_message_loss,high_stress,9,8329,1,32,0,1,0,32,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,0,8330,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,1,8331,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,2,8332,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,3,8333,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,4,8334,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,5,8335,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,6,8336,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,7,8337,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,8,8338,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,low_stress,9,8339,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,0,8340,0,,0,0,1,,
grand_sim_v0_4,no_regime_renormalized,v02_default,0.1,0.16,0.277778,0.277778,0.222222,0.222222,0.0,federation_bridge_stress,mid_stress,1,8341,0,,0,0,1,,
